year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD009,ALETA ANDERSEN TAYLOR,2,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD009,SCOTT L. OSBORNE,14,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD009,KATHIE LYNN JOHNSON,3,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD009,MARK T. WOOLLEY,1,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD009,DAVE ALVORD,5,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD009,STEVE BARNES,1,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD010,ALETA ANDERSEN TAYLOR,4,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD010,SCOTT L. OSBORNE,190,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD010,KATHIE LYNN JOHNSON,4,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD010,MARK T. WOOLLEY,1,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD010,DAVE ALVORD,5,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD010,STEVE BARNES,3,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD012,ALETA ANDERSEN TAYLOR,6,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD012,SCOTT L. OSBORNE,108,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD012,KATHIE LYNN JOHNSON,9,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD012,MARK T. WOOLLEY,13,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD012,DAVE ALVORD,26,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD012,STEVE BARNES,15,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD013,ALETA ANDERSEN TAYLOR,0,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD013,SCOTT L. OSBORNE,149,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD013,KATHIE LYNN JOHNSON,5,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD013,MARK T. WOOLLEY,16,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD013,DAVE ALVORD,17,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD013,STEVE BARNES,5,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD014,ALETA ANDERSEN TAYLOR,5,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD014,SCOTT L. OSBORNE,71,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD014,KATHIE LYNN JOHNSON,66,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD014,MARK T. WOOLLEY,30,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD014,DAVE ALVORD,36,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD014,STEVE BARNES,5,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD015,ALETA ANDERSEN TAYLOR,1,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD015,SCOTT L. OSBORNE,62,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD015,KATHIE LYNN JOHNSON,12,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD015,MARK T. WOOLLEY,116,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD015,DAVE ALVORD,27,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD015,STEVE BARNES,7,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD016,ALETA ANDERSEN TAYLOR,4,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD016,SCOTT L. OSBORNE,53,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD016,KATHIE LYNN JOHNSON,2,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD016,MARK T. WOOLLEY,40,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD016,DAVE ALVORD,38,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD016,STEVE BARNES,12,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD017,ALETA ANDERSEN TAYLOR,0,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD017,SCOTT L. OSBORNE,52,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD017,KATHIE LYNN JOHNSON,9,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD017,MARK T. WOOLLEY,53,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD017,DAVE ALVORD,43,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD017,STEVE BARNES,5,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD018,ALETA ANDERSEN TAYLOR,3,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD018,SCOTT L. OSBORNE,62,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD018,KATHIE LYNN JOHNSON,6,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD018,MARK T. WOOLLEY,17,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD018,DAVE ALVORD,22,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD018,STEVE BARNES,15,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD019,ALETA ANDERSEN TAYLOR,8,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD019,SCOTT L. OSBORNE,207,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD019,KATHIE LYNN JOHNSON,8,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD019,MARK T. WOOLLEY,37,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD019,DAVE ALVORD,36,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD019,STEVE BARNES,19,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD020,ALETA ANDERSEN TAYLOR,7,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD020,SCOTT L. OSBORNE,3,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD020,KATHIE LYNN JOHNSON,0,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD020,MARK T. WOOLLEY,0,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD020,DAVE ALVORD,8,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD020,STEVE BARNES,0,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD021,ALETA ANDERSEN TAYLOR,6,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD021,SCOTT L. OSBORNE,27,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD021,KATHIE LYNN JOHNSON,2,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD021,MARK T. WOOLLEY,19,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD021,DAVE ALVORD,77,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD021,STEVE BARNES,15,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD022,ALETA ANDERSEN TAYLOR,14,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD022,SCOTT L. OSBORNE,72,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD022,KATHIE LYNN JOHNSON,8,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD022,MARK T. WOOLLEY,45,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD022,DAVE ALVORD,27,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD022,STEVE BARNES,17,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD024,ALETA ANDERSEN TAYLOR,1,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD024,SCOTT L. OSBORNE,22,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD024,KATHIE LYNN JOHNSON,6,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD024,MARK T. WOOLLEY,17,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD024,DAVE ALVORD,30,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD024,STEVE BARNES,6,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD025,ALETA ANDERSEN TAYLOR,1,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD025,SCOTT L. OSBORNE,22,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD025,KATHIE LYNN JOHNSON,3,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD025,MARK T. WOOLLEY,24,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD025,DAVE ALVORD,19,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD025,STEVE BARNES,7,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD026,ALETA ANDERSEN TAYLOR,3,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD026,SCOTT L. OSBORNE,41,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD026,KATHIE LYNN JOHNSON,5,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD026,MARK T. WOOLLEY,9,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD026,DAVE ALVORD,108,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD026,STEVE BARNES,23,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD028,ALETA ANDERSEN TAYLOR,3,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD028,SCOTT L. OSBORNE,40,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD028,KATHIE LYNN JOHNSON,16,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD028,MARK T. WOOLLEY,6,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD028,DAVE ALVORD,97,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD028,STEVE BARNES,7,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD029,ALETA ANDERSEN TAYLOR,0,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD029,SCOTT L. OSBORNE,25,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD029,KATHIE LYNN JOHNSON,1,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD029,MARK T. WOOLLEY,25,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD029,DAVE ALVORD,15,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD029,STEVE BARNES,59,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD030,ALETA ANDERSEN TAYLOR,2,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD030,SCOTT L. OSBORNE,18,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD030,KATHIE LYNN JOHNSON,5,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD030,MARK T. WOOLLEY,25,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD030,DAVE ALVORD,106,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD030,STEVE BARNES,9,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD031,ALETA ANDERSEN TAYLOR,10,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD031,SCOTT L. OSBORNE,39,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD031,KATHIE LYNN JOHNSON,15,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD031,MARK T. WOOLLEY,4,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD031,DAVE ALVORD,22,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD031,STEVE BARNES,16,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD032,ALETA ANDERSEN TAYLOR,5,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD032,SCOTT L. OSBORNE,32,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD032,KATHIE LYNN JOHNSON,6,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD032,MARK T. WOOLLEY,20,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD032,DAVE ALVORD,23,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD032,STEVE BARNES,8,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD033,ALETA ANDERSEN TAYLOR,6,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD033,SCOTT L. OSBORNE,48,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD033,KATHIE LYNN JOHNSON,11,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD033,MARK T. WOOLLEY,27,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD033,DAVE ALVORD,43,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD033,STEVE BARNES,11,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD034,ALETA ANDERSEN TAYLOR,2,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD034,SCOTT L. OSBORNE,39,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD034,KATHIE LYNN JOHNSON,10,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD034,MARK T. WOOLLEY,70,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD034,DAVE ALVORD,34,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD034,STEVE BARNES,15,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD036,ALETA ANDERSEN TAYLOR,4,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD036,SCOTT L. OSBORNE,17,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD036,KATHIE LYNN JOHNSON,45,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD036,MARK T. WOOLLEY,40,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD036,DAVE ALVORD,20,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD036,STEVE BARNES,5,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD037,ALETA ANDERSEN TAYLOR,4,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD037,SCOTT L. OSBORNE,20,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD037,KATHIE LYNN JOHNSON,9,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD037,MARK T. WOOLLEY,35,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD037,DAVE ALVORD,19,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD037,STEVE BARNES,1,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD038,ALETA ANDERSEN TAYLOR,26,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD038,SCOTT L. OSBORNE,39,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD038,KATHIE LYNN JOHNSON,12,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD038,MARK T. WOOLLEY,24,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD038,DAVE ALVORD,35,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD038,STEVE BARNES,45,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD039,ALETA ANDERSEN TAYLOR,0,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD039,SCOTT L. OSBORNE,8,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD039,KATHIE LYNN JOHNSON,9,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD039,MARK T. WOOLLEY,3,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD039,DAVE ALVORD,6,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD039,STEVE BARNES,9,False
2013,municipal primary,Mayor,,South Jordan City Mayor,SJD040,ALETA ANDERSEN TAYLOR,11,False
